"id","player_fifa_api_id","player_api_id","date","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"21","189615","155782","2013-12-13 00:00:00","70","79","left","medium","medium","77","50","51","67","28","66","66","68","67","67","84","82","81","71","90","70","84","79","49","55","66","62","57","61","58","73","72","72","13","6","8","8","11"
"22","189615","155782","2013-11-08 00:00:00","70","79","left","medium","medium","77","50","51","67","28","66","66","68","67","67","84","82","81","71","90","70","84","79","49","55","66","62","57","61","58","73","72","72","13","6","8","8","11"
"23","189615","155782","2013-10-04 00:00:00","69","79","left","medium","medium","77","50","50","64","28","66","66","68","65","67","84","82","81","70","90","70","84","77","48","55","63","62","56","58","58","73","72","72","13","6","8","8","11"
"24","189615","155782","2013-09-20 00:00:00","69","79","left","medium","medium","77","50","50","64","28","66","66","68","65","67","84","82","81","70","90","70","84","76","48","55","63","62","56","58","58","73","72","72","13","6","8","8","11"
"25","189615","155782","2013-05-03 00:00:00","69","80","left","medium","medium","77","50","50","64","28","65","65","68","65","65","84","81","77","70","90","70","77","74","48","55","63","62","56","58","58","72","72","72","13","6","8","8","11"
"26","189615","155782","2013-03-22 00:00:00","69","80","left","medium","medium","77","50","50","64","28","65","65","68","65","65","84","81","77","70","90","70","77","74","48","55","63","62","56","58","58","72","72","72","13","6","8","8","11"
"27","189615","155782","2013-03-15 00:00:00","69","80","left","medium","medium","77","50","50","64","28","65","65","68","65","65","84","81","77","70","90","70","77","74","48","55","63","62","56","58","58","72","72","72","13","6","8","8","11"
"28","189615","155782","2013-02-22 00:00:00","69","80","left","medium","medium","77","50","50","64","28","65","65","68","65","65","85","81","81","70","90","70","77","74","48","55","63","62","56","58","58","72","72","72","13","6","8","8","11"
"29","189615","155782","2013-02-15 00:00:00","69","80","left","medium","medium","77","50","50","64","28","65","65","68","65","65","85","81","81","70","90","70","77","74","48","55","63","62","56","58","58","72","72","72","13","6","8","8","11"
"30","189615","155782","2012-08-31 00:00:00","68","80","left","medium","medium","77","50","50","64","28","64","63","68","65","64","85","81","81","70","90","70","77","73","48","55","63","62","56","63","58","72","72","72","13","6","8","8","11"
"31","189615","155782","2012-02-22 00:00:00","65","68","left","medium","medium","77","53","52","62","30","62","64","68","68","64","69","72","74","66","87","65","73","63","56","54","64","59","56","63","58","66","68","67","13","6","8","8","11"
"32","189615","155782","2011-08-30 00:00:00","64","68","left","medium","medium","74","53","52","59","30","62","64","68","68","64","69","72","74","66","87","65","64","63","56","54","64","59","56","47","58","64","64","67","13","6","8","8","11"
"33","189615","155782","2010-08-30 00:00:00","54","65","left","medium","medium","58","40","52","45","30","44","41","43","46","43","43","47","59","62","62","48","48","59","43","54","64","40","19","38","35","53","60","63","13","6","8","8","11"
"34","189615","155782","2010-02-22 00:00:00","51","64","left","medium","medium","57","39","51","44","30","43","41","42","45","42","42","46","59","61","62","47","48","55","37","53","63","31","27","38","28","52","59","63","6","22","45","22","22"
"35","189615","155782","2009-08-30 00:00:00","52","65","left","medium","medium","58","40","52","45","30","44","41","43","46","43","43","47","59","62","62","48","48","56","38","54","64","32","28","38","29","53","60","63","6","22","46","22","22"
"36","189615","155782","2009-02-22 00:00:00","47","60","left","medium","medium","22","48","52","39","30","26","41","26","49","34","66","59","59","65","62","48","48","56","63","35","64","32","28","38","29","53","45","63","6","22","49","22","22"
"37","189615","155782","2008-08-30 00:00:00","53","60","right","medium","medium","22","48","52","39","30","26","41","26","49","34","66","59","59","65","62","48","48","56","68","35","64","32","28","38","29","53","45","63","6","22","49","22","22"
"38","189615","155782","2007-02-22 00:00:00","53","60","right","medium","medium","22","48","52","39","30","26","41","26","49","34","66","59","59","65","62","48","48","56","68","35","64","32","28","38","29","53","45","63","6","22","49","22","22"
"39","186170","162549","2016-01-07 00:00:00","65","67","right","medium","medium","64","58","60","66","52","66","67","63","62","67","77","74","85","51","92","61","65","66","71","57","60","55","64","68","61","23","22","24","16","11","12","9","13"
"40","186170","162549","2015-10-09 00:00:00","66","70","right","medium","medium","64","58","60","66","52","66","67","63","62","67","81","75","85","51","92","61","65","66","71","57","60","55","64","68","61","23","22","24","16","11","12","9","13"
"41","186170","162549","2015-09-21 00:00:00","66","70","right","medium","medium","64","58","60","66","52","66","67","63","62","67","78","75","85","51","92","61","65","66","71","57","60","55","64","68","61","23","22","24","16","11","12","9","13"
"42","186170","162549","2014-12-12 00:00:00","67","72","right","medium","medium","65","52","59","66","51","66","68","62","64","67","82","80","81","50","92","60","71","72","71","56","59","54","67","71","60","22","21","21","15","10","11","8","12"
"43","186170","162549","2014-09-18 00:00:00","68","72","right","medium","medium","67","52","59","66","51","69","68","62","64","68","82","80","81","50","92","60","71","72","71","56","59","54","67","71","60","22","21","21","15","10","11","8","12"
"44","186170","162549","2014-04-18 00:00:00","68","77","right","medium","medium","67","52","59","66","51","69","68","62","64","68","82","80","81","50","92","60","71","72","71","56","59","54","67","71","60","22","21","21","15","10","11","8","12"
"45","186170","162549","2014-03-14 00:00:00","68","77","right","medium","medium","67","52","59","66","51","69","68","62","64","68","82","80","81","50","92","60","71","72","71","56","59","54","67","71","60","22","21","21","15","10","11","8","12"
"46","186170","162549","2014-01-31 00:00:00","69","78","right","medium","medium","69","52","62","68","51","70","71","64","64","71","82","80","81","50","92","60","71","72","71","56","59","54","67","72","63","22","21","21","15","10","11","8","12"
"47","186170","162549","2013-11-29 00:00:00","70","78","right","medium","medium","72","52","62","71","51","72","72","64","64","71","82","80","81","50","92","60","71","72","71","56","59","54","67","72","63","22","21","21","15","10","11","8","12"
"48","186170","162549","2013-09-20 00:00:00","71","78","right","medium","medium","73","52","62","71","51","74","72","64","64","73","82","80","81","50","92","60","71","72","71","56","59","54","67","72","63","22","21","21","15","10","11","8","12"
"49","186170","162549","2013-05-31 00:00:00","70","76","right","medium","medium","72","52","62","69","51","73","70","64","64","72","74","79","81","50","84","56","71","72","71","51","59","44","68","72","63","22","21","21","15","10","11","8","12"
"50","186170","162549","2013-04-26 00:00:00","70","76","right","medium","medium","72","52","62","69","51","73","70","64","64","72","74","79","81","50","84","56","71","72","71","51","59","44","68","72","63","22","21","21","15","10","11","8","12"
"51","186170","162549","2013-04-19 00:00:00","70","76","right","medium","medium","72","52","62","69","51","73","70","64","64","72","74","79","81","50","84","56","71","72","71","51","59","44","68","73","63","22","21","21","15","10","11","8","12"
"52","186170","162549","2013-04-05 00:00:00","70","76","right","medium","medium","72","52","62","67","51","73","70","64","61","72","74","79","81","50","84","56","71","72","71","51","59","44","68","73","63","22","21","21","15","10","11","8","12"
"53","186170","162549","2013-03-22 00:00:00","69","76","right","medium","medium","72","56","62","66","51","73","70","64","62","72","74","79","81","50","84","62","71","72","71","52","59","44","66","73","63","22","21","21","15","10","11","8","12"
"54","186170","162549","2013-03-08 00:00:00","69","76","right","medium","medium","72","56","62","66","51","73","70","64","62","72","74","79","81","50","84","62","71","72","71","52","59","44","66","73","63","22","21","21","15","10","11","8","12"
"55","186170","162549","2013-02-15 00:00:00","69","76","right","medium","medium","72","56","62","66","51","73","70","64","62","72","74","79","81","50","84","62","71","72","71","52","59","44","66","73","63","22","21","21","15","10","11","8","12"
"56","186170","162549","2012-08-31 00:00:00","65","72","right","medium","medium","63","56","62","61","51","67","43","41","53","67","76","80","81","50","87","62","71","72","71","52","59","44","64","63","63","22","21","21","15","10","11","8","12"
"57","186170","162549","2012-02-22 00:00:00","65","75","right","medium","medium","65","61","62","63","56","66","43","41","57","67","76","75","76","50","84","67","77","81","68","61","59","44","64","63","63","22","21","21","15","10","11","8","12"
"58","186170","162549","2011-08-30 00:00:00","65","75","right","medium","medium","65","61","62","63","56","66","43","41","57","67","76","75","76","50","84","67","77","73","68","61","59","44","64","63","63","22","21","21","15","10","11","8","12"
"59","186170","162549","2011-02-22 00:00:00","67","78","right","medium","medium","69","69","62","65","63","67","43","41","58","74","68","75","66","51","56","74","56","68","68","76","59","44","62","67","64","22","21","21","15","10","11","8","12"
"60","186170","162549","2010-08-30 00:00:00","67","78","right","medium","medium","69","69","62","65","63","67","43","41","58","74","68","75","66","51","56","74","56","68","68","76","59","44","62","67","64","22","21","21","15","10","11","8","12"
"61","186170","162549","2010-02-22 00:00:00","65","70","right","medium","medium","69","69","45","63","63","67","43","41","54","68","71","77","66","51","56","74","56","69","68","67","59","44","50","67","66","22","21","21","8","21","54","21","21"
"62","186170","162549","2009-08-30 00:00:00","65","70","right","medium","medium","69","69","45","63","63","67","43","41","54","68","71","77","66","51","56","74","56","69","68","67","59","44","50","67","66","22","21","21","8","21","54","21","21"
"63","186170","162549","2009-02-22 00:00:00","59","70","right","medium","medium","63","69","45","53","63","65","43","41","54","54","65","72","66","51","56","64","56","69","68","63","59","35","30","67","36","21","21","21","8","21","54","21","21"
"64","186170","162549","2007-02-22 00:00:00","59","70","right","medium","medium","63","69","45","53","63","65","43","41","54","54","65","72","66","51","56","64","56","69","68","63","59","35","30","67","36","21","21","21","8","21","54","21","21"
"65","140161","30572","2016-04-21 00:00:00","69","69","right","medium","medium","57","21","68","65","48","56","38","40","61","62","33","34","62","57","41","59","71","49","90","29","70","62","26","54","37","72","71","68","15","12","13","12","11"
"66","140161","30572","2015-10-16 00:00:00","69","69","right","medium","medium","57","21","68","65","48","56","38","40","61","62","33","34","62","57","41","65","71","49","90","29","70","62","26","54","37","72","71","68","15","12","13","12","11"
"67","140161","30572","2015-10-02 00:00:00","69","69","right","medium","medium","57","21","68","65","48","56","38","40","61","62","33","37","62","57","41","65","71","49","87","29","70","62","26","54","37","72","71","68","15","12","13","12","11"
"68","140161","30572","2015-09-21 00:00:00","69","69","right","medium","medium","57","21","68","65","48","56","38","40","61","62","33","37","62","57","41","65","71","49","87","29","70","62","26","54","37","72","71","68","15","12","13","12","11"
"69","140161","30572","2015-07-03 00:00:00","67","67","right","medium","medium","56","20","67","64","47","55","37","39","60","61","37","40","63","56","44","64","73","59","86","28","68","61","25","53","36","66","68","65","14","11","12","11","10"
"70","140161","30572","2015-06-12 00:00:00","67","67","right","medium","medium","56","20","67","64","47","55","37","39","60","61","37","40","63","56","44","64","73","59","86","28","68","61","25","53","36","66","68","65","14","11","12","11","10"
"71","140161","30572","2015-01-16 00:00:00","67","67","right","medium","medium","56","20","67","64","47","55","37","39","60","61","37","40","63","56","44","64","73","59","86","28","68","61","25","53","36","66","68","65","14","11","12","11","10"
"72","140161","30572","2014-11-14 00:00:00","67","67","right","medium","medium","56","20","67","64","47","55","37","39","60","61","37","40","63","56","44","64","73","59","81","28","68","61","25","53","36","66","68","65","14","11","12","11","10"
"73","140161","30572","2014-09-18 00:00:00","67","67","right","medium","medium","56","20","67","64","47","55","37","39","60","61","37","40","63","56","44","64","73","59","81","28","68","61","25","53","36","66","68","65","14","11","12","11","10"
"74","140161","30572","2014-06-06 00:00:00","67","67","right","medium","medium","57","21","68","65","48","56","38","40","61","62","50","48","63","57","45","65","71","39","78","29","69","62","26","54","37","67","69","66","14","11","12","11","10"
"75","140161","30572","2014-04-11 00:00:00","67","67","right","medium","medium","57","21","68","65","48","56","38","40","61","62","50","48","63","57","45","65","71","39","78","29","69","62","26","54","37","67","69","66","14","11","12","11","10"
"76","140161","30572","2013-09-20 00:00:00","67","67","right","medium","medium","57","21","68","65","48","56","38","40","61","62","50","48","63","57","45","65","71","39","78","29","69","62","26","54","37","67","69","66","14","11","12","11","10"
"77","140161","30572","2013-05-10 00:00:00","68","68","right","medium","medium","57","21","68","65","48","56","38","40","61","62","50","55","63","57","45","65","71","48","77","29","69","62","26","54","37","67","71","70","14","11","12","11","10"
"78","140161","30572","2013-02-15 00:00:00","68","70","right","medium","medium","57","21","68","65","48","56","38","40","61","62","50","55","63","57","45","65","71","48","77","29","69","62","26","54","37","67","71","70","14","11","12","11","10"
"79","140161","30572","2012-08-31 00:00:00","70","70","right","medium","medium","57","21","70","65","48","56","38","40","61","62","50","57","63","57","45","65","71","48","77","29","69","65","26","54","37","73","71","70","14","11","12","11","10"
"80","140161","30572","2012-02-22 00:00:00","69","70","right","medium","medium","57","21","70","65","48","56","38","40","61","62","55","61","63","57","45","65","70","49","75","29","69","65","26","54","37","73","71","70","14","11","12","11","10"
"81","140161","30572","2011-08-30 00:00:00","69","70","right","medium","high","57","21","70","65","48","56","38","40","61","62","55","61","63","57","45","65","69","49","75","29","69","65","26","54","37","73","71","70","14","11","12","11","10"
"82","140161","30572","2010-02-22 00:00:00","69","70","right","medium","high","57","21","70","65","48","56","38","40","61","62","55","61","63","57","45","65","69","49","75","29","69","65","26","54","37","73","71","70","14","11","12","11","10"
"83","140161","30572","2009-08-30 00:00:00","74","78","right","medium","high","59","43","73","71","48","59","38","42","64","70","75","75","63","64","45","67","69","72","72","33","71","65","78","54","59","78","76","70","14","11","64","11","10"
"84","140161","30572","2009-02-22 00:00:00","75","82","right","medium","high","60","44","74","72","48","60","38","43","65","71","76","79","63","65","45","68","69","77","70","34","72","66","81","54","60","80","78","70","14","11","65","11","10"
"85","140161","30572","2008-08-30 00:00:00","73","82","right","medium","high","60","44","79","60","48","52","38","43","61","69","76","79","63","65","45","68","69","77","68","34","70","54","68","54","60","77","74","70","14","11","61","11","10"
"86","140161","30572","2007-08-30 00:00:00","71","78","right","medium","high","58","50","70","60","48","52","38","43","58","66","73","73","63","62","45","65","69","75","68","51","70","54","68","54","60","72","70","70","14","11","58","11","10"
"87","140161","30572","2007-02-22 00:00:00","71","78","right","medium","high","58","50","70","60","48","52","38","43","58","66","73","73","63","62","45","65","69","75","68","51","70","54","68","54","60","72","70","70","14","11","58","11","10"
"88","17725","23780","2015-12-24 00:00:00","70","70","right","medium","medium","46","34","73","65","33","47","42","25","58","58","33","31","41","68","52","48","67","60","75","26","66","68","29","41","45","75","73","71","8","6","16","12","11"
"89","17725","23780","2015-09-21 00:00:00","70","70","right","medium","medium","46","34","73","65","33","47","42","25","58","58","33","31","41","68","52","48","67","60","75","26","66","68","29","41","45","75","73","71","8","6","16","12","11"
"90","17725","23780","2015-05-08 00:00:00","69","69","right","medium","medium","45","33","72","64","32","46","41","24","57","57","33","31","45","67","59","47","67","60","74","25","65","67","28","40","44","72","70","68","7","5","15","11","10"
"91","17725","23780","2015-04-10 00:00:00","69","69","right","medium","medium","45","33","72","64","32","46","41","24","57","57","33","31","45","67","59","47","67","60","74","25","65","70","28","40","44","72","70","68","7","5","15","11","10"
"92","17725","23780","2015-03-20 00:00:00","70","70","right","medium","medium","45","33","72","64","32","46","41","24","57","57","33","31","45","67","59","47","78","60","74","25","65","71","28","40","44","74","71","69","7","5","15","11","10"
"93","17725","23780","2014-09-18 00:00:00","72","72","right","medium","medium","45","33","72","64","32","46","41","24","57","57","33","31","49","70","59","47","83","62","74","25","65","77","28","40","44","78","72","74","7","5","15","11","10"
"94","17725","23780","2014-01-31 00:00:00","72","72","right","medium","medium","45","33","72","64","32","46","41","24","57","57","33","48","49","70","59","47","81","62","74","25","65","77","28","40","44","78","72","74","7","5","15","11","10"
"95","17725","23780","2014-01-17 00:00:00","72","72","right","medium","medium","45","33","72","64","32","46","41","24","57","57","33","48","49","70","59","47","81","62","74","25","65","77","28","40","44","78","72","74","7","5","15","11","10"
"96","17725","23780","2013-09-20 00:00:00","73","73","right","medium","medium","45","33","72","67","32","46","41","24","57","57","33","53","49","70","59","47","81","62","74","25","65","80","28","40","44","80","74","75","7","5","15","11","10"
"97","17725","23780","2013-05-10 00:00:00","73","73","right","medium","medium","45","33","72","67","32","46","41","24","57","57","49","53","49","70","59","47","81","62","74","25","65","80","28","40","44","80","74","75","7","5","15","11","10"
"98","17725","23780","2013-04-26 00:00:00","74","74","right","medium","medium","45","33","72","71","32","48","41","24","57","59","49","53","49","70","59","47","81","62","74","25","65","81","28","40","44","81","75","76","7","5","15","11","10"
"99","17725","23780","2013-03-22 00:00:00","74","74","right","medium","medium","45","33","72","71","32","48","41","24","57","59","49","53","49","70","59","47","81","62","74","25","65","81","28","40","44","81","75","76","7","5","15","11","10"
"100","17725","23780","2013-03-08 00:00:00","74","74","right","medium","medium","45","33","72","71","32","48","41","24","57","59","49","53","49","70","59","47","81","62","74","25","65","81","28","40","44","81","75","76","7","5","15","11","10"
